# X , Y , E Distribution=true
40971
6.575,0,0
6.625,0,0
6.675,0,0
6.725,0,0
6.775,0,0
6.825,0,0
6.875,0,0
6.925,0,0
6.975,0,0
7.025,0,0
7.075,0,0
7.125,0,0
7.175,0,0
7.225,0,0
7.275,0,0
7.325,0,0
7.375,0,0
7.425,0,0
7.475,0,0
7.525,0,0
7.575,0,0
7.625,0,0
7.675,0,0
7.725,0,0
7.775,0,0
7.825,0,0
7.875,0,0
7.925,0,0
7.975,0,0
8.025,0,0
8.075,0,0
8.125,0,0
8.175,0,0
8.225,0,0
8.275,0,0
8.325,0,0
8.375,0,0
8.425,0,0
8.475,0,0
8.525,0,0
8.575,0,0
8.625,0,0
8.675,0,0
8.725,0,0
8.775,0,0
8.825,0,0
8.875,0,0
8.925,0,0
8.975,0,0
9.025,0,0
9.075,0,0
9.125,0,0
9.175,0,0
9.225,0,0
9.275,0,0
9.325,0,0
9.375,0,0
9.425,0,0
9.475,0,0
9.525,0,0
9.575,0,0
9.625,0,0
9.675,0,0
9.725,0,0
9.775,0,0
9.825,0,0
9.875,0,0
9.925,0,0
9.975,0,0
10.025,0,0
10.075,0,0
10.125,0,0
10.175,0,0
10.225,0,0
10.275,0,0
10.325,0,0
10.375,0,0
10.425,0,0
10.475,0,0
10.525,0,0
10.575,0,0
10.625,0,0
10.675,0,0
10.725,0,0
10.775,0,0
10.825,0,0
10.875,0,0
10.925,0,0
10.975,0,0
11.025,0,0
11.075,0,0
11.125,0,0
11.175,0,0
11.225,0,0
11.275,0,0
11.325,0,0
11.375,0,0
11.425,0,0
11.475,0,0
11.525,0,0
11.575,0,0
11.625,0,0
11.675,0,0
11.725,0,0
11.775,0,0
11.825,0,0
11.875,0,0
11.925,0,0
11.975,0,0
12.025,0,0
12.075,0,0
12.125,0,0
12.175,0,0
12.225,0,0
12.275,0,0
12.325,0,0
12.375,0,0
12.425,0,0
12.475,0,0
12.525,0,0
12.575,0,0
12.625,0,0
12.675,0,0
12.725,0,0
12.775,0,0
12.825,0,0
12.875,0,0
12.925,0,0
12.975,0,0
40973
2.525,0,0
2.575,0,0
2.625,0,0
2.675,0,0
2.725,0,0
2.775,0,0
2.825,0,0
2.875,0,0
2.925,0,0
2.975,0,0
3.025,0,0
3.075,0,0
3.125,0,0
3.175,0,0
3.225,0,0
3.275,0,0
3.325,0,0
3.375,0,0
3.425,0,0
3.475,0,0
3.525,0,0
3.575,0,0
3.625,0,0
3.675,5.59241e-06,5.59243e-06
3.725,0,0
3.775,0,0
3.825,5.87345e-06,5.87347e-06
3.875,5.94657e-06,5.94659e-06
3.925,0,0
3.975,0,0
4.025,0,0
4.075,0,0
4.125,0,0
4.175,0,0
4.225,0,0
4.275,0,0
4.325,0,0
4.375,0,0
4.425,0,0
4.475,0,0
4.525,0,0
4.575,0,0
4.625,0,0
4.675,0,0
4.725,0,0
4.775,0,0
4.825,0,0
4.875,0,0
4.925,0,0
4.975,0,0
5.025,0,0
5.075,0,0
5.125,0,0
5.175,7.8633e-06,7.86333e-06
5.225,0,0
5.275,0,0
5.325,0,0
5.375,0,0
5.425,0,0
5.475,0,0
5.525,0,0
5.575,0,0
5.625,0,0
5.675,0,0
5.725,0,0
5.775,0,0
5.825,0,0
5.875,0,0
5.925,0,0
5.975,0,0
6.025,0,0
6.075,0,0
6.125,0,0
6.175,0,0
6.225,0,0
6.275,0,0
6.325,0,0
6.375,0,0
6.425,0,0
6.475,0,0
6.525,0,0
6.575,0,0
6.625,0,0
6.675,0,0
6.725,0,0
6.775,0,0
6.825,0,0
6.875,0,0
6.925,0,0
6.975,0,0
7.025,0,0
7.075,0,0
7.125,0,0
7.175,0,0
7.225,0,0
7.275,0,0
7.325,0,0
7.375,0,0
7.425,0,0
7.475,0,0
7.525,0,0
7.575,0,0
7.625,0,0
7.675,0,0
7.725,0,0
7.775,0,0
7.825,2.53887e-05,2.53891e-05
7.875,0,0
7.925,0,0
7.975,0,0
8.025,0,0
8.075,0,0
8.125,0,0
8.175,0,0
8.225,0,0
8.275,0,0
8.325,0,0
8.375,0,0
8.425,0,0
8.475,0,0
8.525,0,0
8.575,0,0
8.625,0,0
8.675,0,0
8.725,0,0
8.775,0,0
8.825,0,0
8.875,0,0
8.925,0,0
8.975,0,0
9.025,0,0
9.075,0,0
9.125,0,0
9.175,0,0
9.225,0,0
9.275,0,0
9.325,0,0
9.375,0,0
9.425,0,0
9.475,0,0
9.525,0,0
9.575,0,0
9.625,0,0
9.675,0,0
9.725,0,0
9.775,0,0
9.825,0,0
9.875,0,0
9.925,0,0
9.975,0,0
10.025,0,0
10.075,0,0
10.125,0,0
10.175,0,0
10.225,0,0
10.275,0,0
10.325,0,0
10.375,0,0
10.425,0,0
10.475,0,0
10.525,0,0
10.575,0,0
10.625,0,0
10.675,0,0
10.725,0,0
10.775,0,0
10.825,0,0
10.875,0,0
10.925,0,0
10.975,0,0
11.025,0,0
11.075,0,0
11.125,0,0
11.175,0,0
11.225,0,0
11.275,0,0
11.325,0,0
11.375,0,0
11.425,0,0
11.475,0,0
11.525,0,0
11.575,0,0
11.625,0,0
11.675,0,0
11.725,0,0
11.775,0.000109194,0.0001092
11.825,0,0
11.875,0,0
11.925,0,0
11.975,0,0
12.025,0,0
12.075,0,0
12.125,0,0
12.175,0,0
12.225,0,0
12.275,0,0
12.325,0,0
12.375,0,0
12.425,0,0
12.475,0,0
12.525,0,0
12.575,0,0
12.625,0,0
12.675,0,0
12.725,0,0
12.775,0,0
12.825,0,0
12.875,0,0
12.925,0,0
12.975,0,0
40974
2.525,0,0
2.575,0,0
2.625,0,0
2.675,0,0
2.725,0,0
2.775,0,0
2.825,0,0
2.875,0,0
2.925,0,0
2.975,0,0
3.025,0,0
3.075,0,0
3.125,0,0
3.175,0,0
3.225,0,0
3.275,0,0
3.325,0,0
3.375,0,0
3.425,0,0
3.475,0,0
3.525,0,0
3.575,5.42359e-06,5.42361e-06
3.625,0,0
3.675,0,0
3.725,0,0
3.775,0,0
3.825,0,0
3.875,0,0
3.925,0,0
3.975,0,0
4.025,0,0
4.075,0,0
4.125,0,0
4.175,0,0
4.225,0,0
4.275,0,0
4.325,0,0
4.375,0,0
4.425,0,0
4.475,0,0
4.525,0,0
4.575,0,0
4.625,0,0
4.675,0,0
4.725,0,0
4.775,0,0
4.825,0,0
4.875,0,0
4.925,0,0
4.975,0,0
5.025,0,0
5.075,0,0
5.125,0,0
5.175,0,0
5.225,0,0
5.275,0,0
5.325,0,0
5.375,0,0
5.425,0,0
5.475,0,0
5.525,0,0
5.575,0,0
5.625,0,0
5.675,0,0
5.725,0,0
5.775,0,0
5.825,0,0
5.875,0,0
5.925,0,0
5.975,0,0
6.025,0,0
6.075,0,0
6.125,0,0
6.175,0,0
6.225,0,0
6.275,0,0
6.325,0,0
6.375,0,0
6.425,0,0
6.475,0,0
6.525,0,0
6.575,0,0
6.625,0,0
6.675,0,0
6.725,0,0
6.775,0,0
6.825,0,0
6.875,0,0
6.925,0,0
6.975,0,0
7.025,0,0
7.075,0,0
7.125,0,0
7.175,0,0
7.225,0,0
7.275,0,0
7.325,0,0
7.375,0,0
7.425,0,0
7.475,0,0
7.525,0,0
7.575,0,0
7.625,0,0
7.675,0,0
7.725,0,0
7.775,0,0
7.825,0,0
7.875,0,0
7.925,0,0
7.975,0,0
8.025,0,0
8.075,0,0
8.125,0,0
8.175,0,0
8.225,0,0
8.275,0,0
8.325,0,0
8.375,0,0
8.425,0,0
8.475,0,0
8.525,0,0
8.575,0,0
8.625,0,0
8.675,0,0
8.725,0,0
8.775,0,0
8.825,0,0
8.875,0,0
8.925,0,0
8.975,0,0
9.025,0,0
9.075,0,0
9.125,0,0
9.175,0,0
9.225,0,0
9.275,0,0
9.325,0,0
9.375,0,0
9.425,0,0
9.475,0,0
9.525,0,0
9.575,0,0
9.625,0,0
9.675,0,0
9.725,0,0
9.775,0,0
9.825,0,0
9.875,0,0
9.925,0,0
9.975,0,0
10.025,0,0
10.075,0,0
10.125,0,0
10.175,0,0
10.225,0,0
10.275,0,0
10.325,0,0
10.375,0,0
10.425,0,0
10.475,0,0
10.525,0,0
10.575,0,0
10.625,0,0
10.675,0,0
10.725,0,0
10.775,0,0
10.825,0,0
10.875,0,0
10.925,0,0
10.975,0,0
11.025,0,0
11.075,0,0
11.125,0,0
11.175,0,0
11.225,0,0
11.275,0,0
11.325,0,0
11.375,0,0
11.425,0,0
11.475,0,0
11.525,0,0
11.575,0,0
11.625,0,0
11.675,0,0
11.725,0,0
11.775,0,0
11.825,0,0
11.875,0,0
11.925,0,0
11.975,0,0
12.025,0,0
12.075,0,0
12.125,0,0
12.175,0,0
12.225,0,0
12.275,0,0
12.325,0,0
12.375,0,0
12.425,0,0
12.475,0,0
12.525,0,0
12.575,0,0
12.625,0,0
12.675,0,0
12.725,0,0
12.775,0,0
12.825,0,0
12.875,0,0
12.925,0,0
12.975,0,0
40975
2.525,0,0
2.575,0,0
2.625,4.49384e-06,4.49385e-06
2.675,0,0
2.725,0,0
2.775,0,0
2.825,0,0
2.875,0,0
2.925,0,0
2.975,0,0
3.025,0,0
3.075,0,0
3.125,0,0
3.175,0,0
3.225,0,0
3.275,0,0
3.325,0,0
3.375,0,0
3.425,0,0
3.475,0,0
3.525,0,0
3.575,0,0
3.625,0,0
3.675,0,0
3.725,0,0
3.775,0,0
3.825,0,0
3.875,0,0
3.925,0,0
3.975,0,0
4.025,0,0
4.075,0,0
4.125,0,0
4.175,0,0
4.225,0,0
4.275,0,0
4.325,0,0
4.375,0,0
4.425,0,0
4.475,0,0
4.525,0,0
4.575,6.39765e-06,6.39767e-06
4.625,0,0
4.675,0,0
4.725,0,0
4.775,0,0
4.825,0,0
4.875,0,0
4.925,0,0
4.975,0,0
5.025,0,0
5.075,0,0
5.125,0,0
5.175,0,0
5.225,0,0
5.275,0,0
5.325,0,0
5.375,0,0
5.425,0,0
5.475,0,0
5.525,0,0
5.575,0,0
5.625,0,0
5.675,0,0
5.725,0,0
5.775,0,0
5.825,0,0
5.875,0,0
5.925,0,0
5.975,0,0
6.025,0,0
6.075,0,0
6.125,0,0
6.175,0,0
6.225,0,0
6.275,0,0
6.325,0,0
6.375,0,0
6.425,0,0
6.475,0,0
6.525,0,0
6.575,0,0
6.625,0,0
6.675,0,0
6.725,0,0
6.775,0,0
6.825,0,0
6.875,0,0
6.925,0,0
6.975,0,0
7.025,0,0
7.075,0,0
7.125,0,0
7.175,0,0
7.225,0,0
7.275,0,0
7.325,0,0
7.375,0,0
7.425,0,0
7.475,0,0
7.525,0,0
7.575,0,0
7.625,0,0
7.675,0,0
7.725,0,0
7.775,0,0
7.825,0,0
7.875,0,0
7.925,0,0
7.975,0,0
8.025,0,0
8.075,0,0
8.125,0,0
8.175,0,0
8.225,0,0
8.275,0,0
8.325,0,0
8.375,0,0
8.425,0,0
8.475,0,0
8.525,0,0
8.575,0,0
8.625,0,0
8.675,0,0
8.725,0,0
8.775,0,0
8.825,0,0
8.875,0,0
8.925,0,0
8.975,0,0
9.025,0,0
9.075,0,0
9.125,0,0
9.175,0,0
9.225,0,0
9.275,0,0
9.325,0,0
9.375,0,0
9.425,0,0
9.475,0,0
9.525,0,0
9.575,0,0
9.625,0,0
9.675,0,0
9.725,0,0
9.775,0,0
9.825,0,0
9.875,0,0
9.925,0,0
9.975,0,0
10.025,0,0
10.075,0,0
10.125,0,0
10.175,0,0
10.225,0,0
10.275,0,0
10.325,0,0
10.375,0,0
10.425,0,0
10.475,0,0
10.525,0,0
10.575,7.36174e-05,7.36201e-05
10.625,0,0
10.675,0,0
10.725,0,0
10.775,0,0
10.825,0,0
10.875,0,0
10.925,0,0
10.975,0,0
11.025,0,0
11.075,0,0
11.125,0,0
11.175,0,0
11.225,0,0
11.275,0,0
11.325,0,0
11.375,0,0
11.425,0,0
11.475,0,0
11.525,0,0
11.575,0,0
11.625,0,0
11.675,0,0
11.725,0,0
11.775,0,0
11.825,0,0
11.875,0,0
11.925,0,0
11.975,0,0
12.025,0,0
12.075,0,0
12.125,0,0
12.175,0,0
12.225,0,0
12.275,0,0
12.325,0,0
12.375,0,0
12.425,0,0
12.475,0,0
12.525,0,0
12.575,0,0
12.625,0,0
12.675,0,0
12.725,0,0
12.775,0,0
12.825,0,0
12.875,0,0
12.925,0,0
12.975,0,0
40976
2.525,0,0
2.575,0,0
2.625,0,0
2.675,0,0
2.725,0,0
2.775,0,0
2.825,0,0
2.875,0,0
2.925,0,0
2.975,4.47297e-06,4.47298e-06
3.025,0,0
3.075,4.56952e-06,4.56954e-06
3.125,0,0
3.175,0,0
3.225,0,0
3.275,0,0
3.325,0,0
3.375,5.05466e-06,5.05467e-06
3.425,0,0
3.475,0,0
3.525,0,0
3.575,0,0
3.625,0,0
3.675,0,0
3.725,0,0
3.775,0,0
3.825,0,0
3.875,0,0
3.925,0,0
3.975,0,0
4.025,0,0
4.075,0,0
4.125,0,0
4.175,0,0
4.225,0,0
4.275,0,0
4.325,0,0
4.375,0,0
4.425,0,0
4.475,0,0
4.525,0,0
4.575,0,0
4.625,0,0
4.675,0,0
4.725,0,0
4.775,0,0
4.825,0,0
4.875,0,0
4.925,0,0
4.975,0,0
5.025,0,0
5.075,0,0
5.125,0,0
5.175,0,0
5.225,0,0
5.275,0,0
5.325,0,0
5.375,0,0
5.425,0,0
5.475,0,0
5.525,0,0
5.575,0,0
5.625,0,0
5.675,0,0
5.725,0,0
5.775,0,0
5.825,0,0
5.875,0,0
5.925,0,0
5.975,0,0
6.025,0,0
6.075,0,0
6.125,0,0
6.175,0,0
6.225,0,0
6.275,0,0
6.325,0,0
6.375,0,0
6.425,0,0
6.475,0,0
6.525,0,0
6.575,0,0
6.625,0,0
6.675,0,0
6.725,0,0
6.775,0,0
6.825,0,0
6.875,0,0
6.925,0,0
6.975,0,0
7.025,0,0
7.075,0,0
7.125,0,0
7.175,0,0
7.225,0,0
7.275,0,0
7.325,0,0
7.375,0,0
7.425,0,0
7.475,0,0
7.525,0,0
7.575,0,0
7.625,0,0
7.675,0,0
7.725,0,0
7.775,0,0
7.825,0,0
7.875,0,0
7.925,0,0
7.975,2.73045e-05,2.73049e-05
8.025,0,0
8.075,0,0
8.125,0,0
8.175,0,0
8.225,0,0
8.275,0,0
8.325,0,0
8.375,0,0
8.425,0,0
8.475,0,0
8.525,0,0
8.575,0,0
8.625,0,0
8.675,0,0
8.725,0,0
8.775,0,0
8.825,0,0
8.875,0,0
8.925,0,0
8.975,0,0
9.025,0,0
9.075,0,0
9.125,0,0
9.175,0,0
9.225,0,0
9.275,0,0
9.325,0,0
9.375,0,0
9.425,0,0
9.475,0,0
9.525,0,0
9.575,0,0
9.625,0,0
9.675,0,0
9.725,0,0
9.775,0,0
9.825,0,0
9.875,0,0
9.925,0,0
9.975,0,0
10.025,0,0
10.075,0,0
10.125,0,0
10.175,0,0
10.225,0,0
10.275,0,0
10.325,0,0
10.375,0,0
10.425,0,0
10.475,0,0
10.525,0,0
10.575,0,0
10.625,0,0
10.675,0,0
10.725,0,0
10.775,0,0
10.825,0,0
10.875,0,0
10.925,0,0
10.975,0,0
11.025,0,0
11.075,0,0
11.125,0,0
11.175,0,0
11.225,0,0
11.275,0,0
11.325,0,0
11.375,0,0
11.425,0,0
11.475,0,0
11.525,0,0
11.575,0,0
11.625,0,0
11.675,0,0
11.725,0,0
11.775,0,0
11.825,0,0
11.875,0,0
11.925,0,0
11.975,0,0
12.025,0,0
12.075,0,0
12.125,0,0
12.175,0,0
12.225,0,0
12.275,0,0
12.325,0,0
12.375,0,0
12.425,0,0
12.475,0,0
12.525,0,0
12.575,0,0
12.625,0,0
12.675,0,0
12.725,0,0
12.775,0,0
12.825,0,0
12.875,0,0
12.925,0,0
12.975,0,0
40977
2.525,0,0
2.575,0,0
2.625,0,0
2.675,0,0
2.725,0,0
2.775,0,0
2.825,0,0
2.875,0,0
2.925,0,0
2.975,0,0
3.025,0,0
3.075,4.56952e-06,4.56954e-06
3.125,0,0
3.175,0,0
3.225,0,0
3.275,0,0
3.325,0,0
3.375,0,0
3.425,0,0
3.475,0,0
3.525,0,0
3.575,0,0
3.625,0,0
3.675,0,0
3.725,0,0
3.775,0,0
3.825,0,0
3.875,0,0
3.925,0,0
3.975,0,0
4.025,0,0
4.075,0,0
4.125,0,0
4.175,0,0
4.225,0,0
4.275,0,0
4.325,0,0
4.375,0,0
4.425,0,0
4.475,0,0
4.525,0,0
4.575,0,0
4.625,0,0
4.675,0,0
4.725,0,0
4.775,0,0
4.825,0,0
4.875,0,0
4.925,0,0
4.975,0,0
5.025,0,0
5.075,0,0
5.125,0,0
5.175,0,0
5.225,0,0
5.275,0,0
5.325,0,0
5.375,0,0
5.425,0,0
5.475,0,0
5.525,0,0
5.575,0,0
5.625,0,0
5.675,0,0
5.725,0,0
5.775,0,0
5.825,0,0
5.875,0,0
5.925,0,0
5.975,0,0
6.025,0,0
6.075,0,0
6.125,0,0
6.175,0,0
6.225,0,0
6.275,0,0
6.325,0,0
6.375,0,0
6.425,0,0
6.475,0,0
6.525,0,0
6.575,0,0
6.625,0,0
6.675,0,0
6.725,0,0
6.775,0,0
6.825,0,0
6.875,0,0
6.925,0,0
6.975,0,0
7.025,0,0
7.075,0,0
7.125,0,0
7.175,0,0
7.225,0,0
7.275,0,0
7.325,0,0
7.375,0,0
7.425,0,0
7.475,0,0
7.525,0,0
7.575,0,0
7.625,0,0
7.675,0,0
7.725,0,0
7.775,0,0
7.825,0,0
7.875,0,0
7.925,0,0
7.975,0,0
8.025,0,0
8.075,0,0
8.125,0,0
8.175,0,0
8.225,0,0
8.275,0,0
8.325,0,0
8.375,0,0
8.425,0,0
8.475,0,0
8.525,0,0
8.575,0,0
8.625,0,0
8.675,0,0
8.725,0,0
8.775,0,0
8.825,0,0
8.875,0,0
8.925,0,0
8.975,0,0
9.025,0,0
9.075,0,0
9.125,0,0
9.175,0,0
9.225,0,0
9.275,0,0
9.325,0,0
9.375,0,0
9.425,0,0
9.475,0,0
9.525,0,0
9.575,0,0
9.625,0,0
9.675,0,0
9.725,0,0
9.775,0,0
9.825,0,0
9.875,0,0
9.925,0,0
9.975,0,0
10.025,0,0
10.075,0,0
10.125,0,0
10.175,0,0
10.225,0,0
10.275,0,0
10.325,0,0
10.375,6.82379e-05,6.82403e-05
10.425,0,0
10.475,0,0
10.525,0,0
10.575,0,0
10.625,0,0
10.675,0,0
10.725,0,0
10.775,0,0
10.825,0,0
10.875,0,0
10.925,0,0
10.975,0,0
11.025,0,0
11.075,0,0
11.125,0,0
11.175,0,0
11.225,0,0
11.275,0,0
11.325,0,0
11.375,0,0
11.425,0,0
11.475,0,0
11.525,0,0
11.575,0,0
11.625,0,0
11.675,0,0
11.725,0,0
11.775,0,0
11.825,0,0
11.875,0,0
11.925,0,0
11.975,0,0
12.025,0,0
12.075,0,0
12.125,0,0
12.175,0,0
12.225,0,0
12.275,0,0
12.325,0,0
12.375,0,0
12.425,0,0
12.475,0,0
12.525,0,0
12.575,0,0
12.625,0,0
12.675,0,0
12.725,0,0
12.775,0,0
12.825,0,0
12.875,0,0
12.925,0,0
12.975,0,0
40978
2.525,0,0
2.575,0,0
2.625,0,0
2.675,0,0
2.725,0,0
2.775,0,0
2.825,0,0
2.875,0,0
2.925,0,0
2.975,0,0
3.025,0,0
3.075,0,0
3.125,0,0
3.175,0,0
3.225,0,0
3.275,0,0
3.325,0,0
3.375,0,0
3.425,0,0
3.475,0,0
3.525,0,0
3.575,0,0
3.625,0,0
3.675,0,0
3.725,0,0
3.775,0,0
3.825,0,0
3.875,0,0
3.925,0,0
3.975,0,0
4.025,0,0
4.075,0,0
4.125,0,0
4.175,0,0
4.225,0,0
4.275,0,0
4.325,0,0
4.375,0,0
4.425,0,0
4.475,0,0
4.525,0,0
4.575,0,0
4.625,0,0
4.675,0,0
4.725,0,0
4.775,0,0
4.825,0,0
4.875,0,0
4.925,0,0
4.975,0,0
5.025,0,0
5.075,7.54035e-06,7.54037e-06
5.125,0,0
5.175,0,0
5.225,0,0
5.275,0,0
5.325,0,0
5.375,0,0
5.425,0,0
5.475,0,0
5.525,0,0
5.575,0,0
5.625,0,0
5.675,0,0
5.725,0,0
5.775,0,0
5.825,0,0
5.875,0,0
5.925,0,0
5.975,0,0
6.025,0,0
6.075,0,0
6.125,0,0
6.175,0,0
6.225,0,0
6.275,0,0
6.325,0,0
6.375,0,0
6.425,0,0
6.475,0,0
6.525,0,0
6.575,0,0
6.625,0,0
6.675,0,0
6.725,0,0
6.775,0,0
6.825,0,0
6.875,0,0
6.925,0,0
6.975,0,0
7.025,0,0
7.075,0,0
7.125,0,0
7.175,0,0
7.225,0,0
7.275,0,0
7.325,0,0
7.375,0,0
7.425,0,0
7.475,0,0
7.525,0,0
7.575,0,0
7.625,0,0
7.675,0,0
7.725,0,0
7.775,0,0
7.825,0,0
7.875,0,0
7.925,0,0
7.975,0,0
8.025,0,0
8.075,0,0
8.125,0,0
8.175,0,0
8.225,0,0
8.275,0,0
8.325,0,0
8.375,0,0
8.425,0,0
8.475,0,0
8.525,0,0
8.575,0,0
8.625,0,0
8.675,0,0
8.725,0,0
8.775,0,0
8.825,0,0
8.875,0,0
8.925,0,0
8.975,0,0
9.025,0,0
9.075,0,0
9.125,0,0
9.175,0,0
9.225,0,0
9.275,0,0
9.325,0,0
9.375,0,0
9.425,0,0
9.475,0,0
9.525,0,0
9.575,0,0
9.625,0,0
9.675,0,0
9.725,0,0
9.775,0,0
9.825,0,0
9.875,0,0
9.925,0,0
9.975,0,0
10.025,0,0
10.075,0,0
10.125,0,0
10.175,0,0
10.225,0,0
10.275,0,0
10.325,0,0
10.375,0,0
10.425,0,0
10.475,0,0
10.525,0,0
10.575,0,0
10.625,0,0
10.675,0,0
10.725,0,0
10.775,0,0
10.825,0,0
10.875,0,0
10.925,0,0
10.975,0,0
11.025,0,0
11.075,0,0
11.125,0,0
11.175,0,0
11.225,0,0
11.275,0,0
11.325,0,0
11.375,0,0
11.425,0,0
11.475,0,0
11.525,0,0
11.575,0,0
11.625,0,0
11.675,0,0
11.725,0,0
11.775,0,0
11.825,0,0
11.875,0,0
11.925,0,0
11.975,0,0
12.025,0,0
12.075,0,0
12.125,0,0
12.175,0,0
12.225,0,0
12.275,0,0
12.325,0,0
12.375,0,0
12.425,0,0
12.475,0,0
12.525,0,0
12.575,0,0
12.625,0,0
12.675,0,0
12.725,0,0
12.775,0,0
12.825,0,0
12.875,0,0
12.925,0,0
12.975,0,0
40979
2.525,0,0
2.575,0,0
2.625,0,0
2.675,0,0
2.725,0,0
2.775,0,0
2.825,0,0
2.875,0,0
2.925,0,0
2.975,0,0
3.025,0,0
3.075,0,0
3.125,0,0
3.175,0,0
3.225,0,0
3.275,0,0
3.325,0,0
3.375,0,0
3.425,0,0
3.475,0,0
3.525,0,0
3.575,0,0
3.625,0,0
3.675,0,0
3.725,0,0
3.775,0,0
3.825,0,0
3.875,0,0
3.925,0,0
3.975,0,0
4.025,0,0
4.075,0,0
4.125,0,0
4.175,0,0
4.225,0,0
4.275,0,0
4.325,0,0
